Transaction_ID,Date,Store,City,Product_Category,Product_Name,Unit_Price,Quantity,Total_Sales,Discount,Profit,Customer_Segment
T01351,2022-10-13,Walmart,Phoenix,Beverages,Juice,298.08,10,2295.22,0.23,556.31,Home Office
T01352,2022-07-07,Walmart,Houston,Groceries,Eggs,231.94,9,2003.96,0.04,665.57,Corporate
T01353,2022-02-16,Walmart,Phoenix,Electronics,USB Cable,424.2,2,644.78,0.24,122.55,Consumer
T01354,2022-07-22,Walmart,Phoenix,Electronics,Charger,473.7,9,3709.07,0.13,868.69,Consumer
T01355,2022-01-08,Walmart,Houston,Clothing,Socks,348.85,9,2731.5,0.13,457.31,Home Office
T01356,2022-05-16,Walmart,New York,Household,Detergent,165.01,10,1518.09,0.08,488.24,Consumer
T01357,2022-10-02,Walmart,Houston,Groceries,Beans,69.11,10,552.88,0.2,213.05,Corporate
T01358,2022-03-05,Walmart,New York,Beverages,Coffee,444.8,1,395.87,0.11,151.38,Corporate
T01359,2022-08-21,Walmart,Houston,Groceries,Milk,416.6,9,2887.04,0.23,754.07,Consumer
T01360,2022-07-08,Walmart,Chicago,Electronics,Mouse,125.78,3,366.02,0.03,93.4,Corporate
T01361,2022-12-11,Walmart,Phoenix,Clothing,T-Shirt,190.73,1,188.82,0.01,47.48,Corporate
T01362,2022-12-11,Walmart,Houston,Beverages,Juice,266.12,10,2448.3,0.08,950.58,Corporate
T01363,2022-05-15,Walmart,Houston,Household,Trash Bags,307.47,7,1829.45,0.15,708.91,Corporate
T01364,2022-10-27,Walmart,Houston,Beverages,Water,410.46,5,1867.59,0.09,343.09,Corporate
T01365,2022-07-15,Walmart,Chicago,Household,Trash Bags,446.45,10,3839.47,0.14,621.04,Consumer
T01366,2022-11-23,Walmart,Chicago,Beverages,Tea,403.02,1,350.63,0.13,118.99,Corporate
T01367,2022-07-10,Walmart,Chicago,Electronics,Charger,392.07,3,905.68,0.23,286.08,Consumer
T01368,2022-02-25,Walmart,New York,Groceries,Eggs,317.05,10,2599.81,0.18,891.15,Consumer
T01369,2022-12-12,Walmart,Houston,Electronics,Keyboard,428.08,2,813.35,0.05,265.54,Corporate
T01370,2022-04-30,Walmart,Houston,Electronics,Charger,156.69,3,361.95,0.23,89.29,Consumer
T01371,2022-08-30,Walmart,Phoenix,Groceries,Rice,90.09,2,174.77,0.03,30.12,Corporate
T01372,2022-01-13,Walmart,Phoenix,Clothing,Shoes,320.43,1,320.43,0.0,55.72,Consumer
T01373,2022-11-14,Walmart,Phoenix,Groceries,Eggs,295.23,7,1777.28,0.14,491.18,Consumer
T01374,2022-10-15,Walmart,New York,Beverages,Water,88.1,10,651.94,0.26,202.37,Corporate
T01375,2022-06-17,Walmart,Houston,Electronics,Keyboard,497.12,7,2644.68,0.24,494.06,Consumer
T01376,2022-11-09,Walmart,Houston,Beverages,Water,459.92,1,432.32,0.06,145.78,Corporate
T01377,2022-04-24,Walmart,Phoenix,Beverages,Coffee,174.17,10,1358.53,0.22,249.15,Consumer
T01378,2022-11-28,Walmart,Phoenix,Electronics,USB Cable,176.48,3,471.2,0.11,157.3,Consumer
T01379,2022-02-02,Walmart,Chicago,Household,Soap,63.46,9,451.2,0.21,154.25,Corporate
T01380,2022-11-22,Walmart,Chicago,Household,Tissue,25.48,7,164.09,0.08,38.86,Home Office
T01381,2022-08-26,Walmart,Los Angeles,Electronics,Mouse,370.4,4,1111.2,0.25,423.17,Consumer
T01382,2022-12-25,Walmart,Houston,Beverages,Coffee,144.16,9,1063.9,0.18,229.68,Home Office
T01383,2022-06-04,Walmart,Chicago,Clothing,T-Shirt,226.47,7,1220.67,0.23,414.15,Home Office
T01384,2022-11-29,Walmart,Houston,Beverages,Coffee,86.52,4,256.1,0.26,66.9,Home Office
T01385,2022-07-29,Walmart,New York,Beverages,Water,449.07,6,2128.59,0.21,502.85,Consumer
T01386,2022-03-01,Walmart,Los Angeles,Clothing,Socks,481.23,1,442.73,0.08,97.98,Consumer
T01387,2022-03-13,Walmart,Los Angeles,Electronics,USB Cable,497.18,4,1789.85,0.1,471.93,Corporate
T01388,2022-01-24,Walmart,New York,Clothing,Jeans,166.85,4,493.88,0.26,196.09,Home Office
T01389,2022-01-20,Walmart,Houston,Groceries,Eggs,221.39,9,1813.18,0.09,315.04,Corporate
T01390,2022-06-05,Walmart,Phoenix,Beverages,Juice,128.54,6,709.54,0.08,207.98,Consumer
T01391,2022-09-10,Walmart,Phoenix,Clothing,Jacket,344.84,8,2262.15,0.18,781.89,Consumer
T01392,2022-03-01,Walmart,Phoenix,Groceries,Bread,121.98,10,1171.01,0.04,311.3,Home Office
T01393,2022-02-19,Walmart,Phoenix,Household,Trash Bags,368.2,10,3056.06,0.17,897.27,Home Office
T01394,2022-05-01,Walmart,Chicago,Clothing,Jeans,442.63,10,4337.77,0.02,658.03,Corporate
T01395,2022-10-03,Walmart,Los Angeles,Clothing,Jeans,419.08,2,771.11,0.08,221.81,Corporate
T01396,2022-03-11,Walmart,Phoenix,Electronics,Keyboard,20.14,2,29.81,0.26,4.57,Home Office
T01397,2022-07-18,Walmart,Los Angeles,Electronics,Mouse,89.16,3,195.26,0.27,37.51,Home Office
T01398,2022-08-21,Walmart,New York,Electronics,Keyboard,261.69,4,868.81,0.17,325.11,Home Office
T01399,2022-07-09,Walmart,Los Angeles,Clothing,Socks,16.98,3,36.68,0.28,9.48,Home Office
T01400,2022-12-10,Walmart,New York,Clothing,T-Shirt,356.42,9,2309.6,0.28,826.96,Consumer
T01401,2022-12-23,Walmart,Phoenix,Groceries,Rice,94.19,3,206.28,0.27,81.67,Corporate
T01402,2022-10-04,Walmart,Phoenix,Electronics,Charger,190.94,1,139.39,0.27,38.06,Home Office
T01403,2022-08-03,Walmart,Chicago,Clothing,Socks,358.0,2,716.0,0.0,271.43,Consumer
T01404,2022-10-28,Walmart,Phoenix,Household,Cleaner,398.84,5,1954.32,0.02,427.75,Corporate
T01405,2022-03-21,Walmart,Houston,Household,Soap,321.29,2,526.92,0.18,111.3,Corporate
T01406,2022-08-01,Walmart,Phoenix,Electronics,USB Cable,321.47,4,1170.15,0.09,348.51,Corporate
T01407,2022-12-02,Walmart,Los Angeles,Groceries,Rice,3.82,1,3.29,0.14,0.7,Consumer
T01408,2022-02-20,Walmart,Chicago,Household,Tissue,471.84,10,4199.38,0.11,804.08,Consumer
T01409,2022-09-08,Walmart,New York,Groceries,Eggs,217.56,7,1324.94,0.13,499.49,Home Office
T01410,2022-11-12,Walmart,Los Angeles,Electronics,Mouse,150.95,2,238.5,0.21,53.42,Corporate
T01411,2022-07-28,Walmart,Phoenix,Groceries,Eggs,271.74,2,478.26,0.12,93.51,Corporate
T01412,2022-05-24,Walmart,Los Angeles,Clothing,Socks,22.89,10,228.9,0.0,47.32,Corporate
T01413,2022-01-17,Walmart,Phoenix,Electronics,USB Cable,102.75,9,887.76,0.04,236.52,Home Office
T01414,2022-12-20,Walmart,Los Angeles,Clothing,Socks,81.33,10,699.44,0.14,277.08,Home Office
T01415,2022-07-09,Walmart,Houston,Electronics,USB Cable,278.6,10,2674.56,0.04,716.02,Home Office
T01416,2022-04-22,Walmart,New York,Groceries,Bread,17.26,10,150.16,0.13,46.44,Home Office
T01417,2022-08-16,Walmart,New York,Electronics,Charger,13.64,10,126.85,0.07,50.03,Consumer
T01418,2022-08-16,Walmart,Los Angeles,Electronics,Mouse,228.37,9,1705.92,0.17,327.95,Corporate
T01419,2022-05-01,Walmart,Phoenix,Groceries,Bread,488.93,9,3256.27,0.26,682.96,Corporate
T01420,2022-07-05,Walmart,New York,Beverages,Water,392.41,6,2119.01,0.1,681.08,Corporate
T01421,2022-02-20,Walmart,Chicago,Electronics,Charger,146.81,2,234.9,0.2,85.86,Corporate
T01422,2022-12-18,Walmart,Phoenix,Clothing,Jeans,392.46,2,659.33,0.16,132.32,Consumer
T01423,2022-07-08,Walmart,Chicago,Household,Detergent,305.06,10,2684.53,0.12,981.35,Consumer
T01424,2022-10-06,Walmart,Houston,Beverages,Soda,302.37,8,2177.06,0.1,551.0,Consumer
T01425,2022-11-27,Walmart,Chicago,Household,Tissue,134.67,3,391.89,0.03,102.52,Corporate
T01426,2022-07-03,Walmart,Los Angeles,Electronics,Headphones,160.84,9,1389.66,0.04,262.33,Consumer
T01427,2022-02-01,Walmart,New York,Household,Cleaner,415.59,10,4114.34,0.01,890.43,Home Office
T01428,2022-07-23,Walmart,Houston,Electronics,Keyboard,462.82,6,2443.69,0.12,396.71,Consumer
T01429,2022-05-22,Walmart,Phoenix,Beverages,Soda,140.67,8,787.75,0.3,216.02,Home Office
T01430,2022-04-08,Walmart,Phoenix,Household,Tissue,4.52,2,7.68,0.15,1.82,Consumer
T01431,2022-03-04,Walmart,New York,Beverages,Juice,359.1,4,1393.31,0.03,211.2,Corporate
T01432,2022-08-21,Walmart,Phoenix,Clothing,Jacket,5.11,2,10.02,0.02,3.13,Home Office
T01433,2022-02-16,Walmart,Houston,Groceries,Rice,59.85,6,254.96,0.29,63.08,Consumer
T01434,2022-12-06,Walmart,Chicago,Groceries,Bread,94.59,2,147.56,0.22,57.42,Consumer
T01435,2022-04-19,Walmart,New York,Electronics,Headphones,410.77,3,1158.37,0.06,453.84,Corporate
T01436,2022-11-25,Walmart,New York,Clothing,Jacket,340.88,1,242.02,0.29,81.29,Home Office
T01437,2022-11-24,Walmart,Los Angeles,Clothing,Jacket,281.76,6,1335.54,0.21,458.42,Home Office
T01438,2022-11-02,Walmart,Houston,Clothing,Socks,207.78,9,1552.12,0.17,285.12,Corporate
T01439,2022-01-11,Walmart,New York,Beverages,Tea,130.03,8,800.98,0.23,237.61,Home Office
T01440,2022-01-26,Walmart,New York,Clothing,Jeans,488.75,4,1485.8,0.24,293.1,Consumer
T01441,2022-06-20,Walmart,Phoenix,Groceries,Rice,130.39,1,123.87,0.05,25.56,Corporate
T01442,2022-05-05,Walmart,Chicago,Beverages,Soda,36.22,5,170.23,0.06,30.57,Corporate
T01443,2022-03-06,Walmart,Houston,Household,Trash Bags,382.44,4,1376.78,0.1,234.61,Home Office
T01444,2022-10-17,Walmart,Houston,Groceries,Eggs,431.3,9,3377.08,0.13,721.57,Consumer
T01445,2022-04-16,Walmart,Phoenix,Clothing,Shoes,111.08,5,405.44,0.27,67.82,Consumer
T01446,2022-02-05,Walmart,Chicago,Clothing,Jacket,483.9,6,2206.58,0.24,671.56,Corporate
T01447,2022-10-11,Walmart,Chicago,Beverages,Tea,25.62,6,150.65,0.02,29.52,Home Office
T01448,2022-04-17,Walmart,Houston,Groceries,Eggs,181.33,10,1631.97,0.1,620.12,Consumer
T01449,2022-10-28,Walmart,Chicago,Beverages,Tea,93.02,1,76.28,0.18,20.2,Corporate
T01450,2022-04-21,Walmart,Phoenix,Groceries,Rice,247.71,5,966.07,0.22,225.56,Consumer
T01451,2022-04-30,Walmart,Houston,Beverages,Water,475.62,2,818.07,0.14,223.43,Consumer
T01452,2022-06-18,Walmart,Houston,Clothing,T-Shirt,72.88,5,287.88,0.21,83.11,Consumer
T01453,2022-03-17,Walmart,Los Angeles,Beverages,Soda,317.66,7,1734.42,0.22,532.92,Corporate
T01454,2022-11-02,Walmart,Los Angeles,Household,Detergent,341.93,1,249.61,0.27,58.23,Corporate
T01455,2022-01-02,Walmart,New York,Household,Trash Bags,179.96,1,179.96,0.0,33.3,Consumer
T01456,2022-05-22,Walmart,Phoenix,Household,Detergent,169.96,3,372.21,0.27,116.59,Corporate
T01457,2022-03-16,Walmart,Houston,Electronics,USB Cable,171.21,8,1260.11,0.08,202.92,Consumer
T01458,2022-03-08,Walmart,Chicago,Electronics,Keyboard,422.57,8,2772.06,0.18,1074.51,Home Office
T01459,2022-10-04,Walmart,New York,Clothing,Jacket,322.67,4,1032.54,0.2,198.96,Consumer
T01460,2022-05-09,Walmart,New York,Electronics,Mouse,478.78,10,4500.53,0.06,1458.1,Consumer
T01461,2022-03-31,Walmart,Los Angeles,Clothing,T-Shirt,3.5,6,20.16,0.04,7.91,Corporate
T01462,2022-02-26,Walmart,Phoenix,Groceries,Beans,306.56,5,1502.14,0.02,397.03,Consumer
T01463,2022-12-05,Walmart,Chicago,Beverages,Juice,440.49,10,3215.58,0.27,514.62,Corporate
T01464,2022-01-14,Walmart,New York,Beverages,Juice,343.64,6,1979.37,0.04,612.94,Consumer
T01465,2022-03-09,Walmart,New York,Groceries,Eggs,481.95,10,3470.04,0.28,1376.7,Corporate
T01466,2022-01-08,Walmart,Houston,Clothing,Socks,471.57,9,4159.25,0.02,1095.2,Corporate
T01467,2022-07-03,Walmart,Los Angeles,Household,Detergent,389.59,4,1090.85,0.3,299.72,Home Office
T01468,2022-05-02,Walmart,Chicago,Beverages,Soda,286.0,5,1301.3,0.09,293.15,Consumer
T01469,2022-10-29,Walmart,Los Angeles,Groceries,Rice,197.53,8,1406.41,0.11,264.38,Corporate
T01470,2022-06-15,Walmart,Los Angeles,Household,Detergent,110.55,6,497.47,0.25,189.93,Corporate
T01471,2022-01-09,Walmart,Phoenix,Household,Tissue,66.74,7,439.15,0.06,164.05,Corporate
T01472,2022-03-31,Walmart,Los Angeles,Beverages,Tea,32.45,3,77.88,0.2,20.0,Consumer
T01473,2022-05-16,Walmart,New York,Beverages,Juice,166.85,2,327.03,0.02,70.54,Home Office
T01474,2022-01-27,Walmart,Phoenix,Groceries,Eggs,419.79,1,373.61,0.11,148.92,Home Office
T01475,2022-03-06,Walmart,New York,Electronics,USB Cable,128.13,1,121.72,0.05,21.21,Corporate
T01476,2022-08-04,Walmart,Chicago,Electronics,Charger,111.53,3,274.36,0.18,109.3,Corporate
T01477,2022-09-27,Walmart,Los Angeles,Household,Trash Bags,279.13,9,2160.47,0.14,401.19,Consumer
T01478,2022-02-28,Walmart,Los Angeles,Beverages,Tea,369.0,7,2350.53,0.09,707.96,Consumer
T01479,2022-02-02,Walmart,Los Angeles,Electronics,Keyboard,399.08,3,1029.63,0.14,320.8,Consumer
T01480,2022-09-01,Walmart,Houston,Household,Cleaner,491.69,1,388.44,0.21,143.13,Consumer
T01481,2022-08-18,Walmart,Los Angeles,Groceries,Bread,421.24,4,1331.12,0.21,349.18,Consumer
T01482,2022-07-05,Walmart,Chicago,Electronics,Keyboard,51.29,10,400.06,0.22,142.93,Home Office
T01483,2022-09-20,Walmart,Phoenix,Groceries,Beans,287.28,8,1792.63,0.22,409.44,Consumer
T01484,2022-10-31,Walmart,Chicago,Electronics,Headphones,386.86,9,3029.11,0.13,806.1,Home Office
T01485,2022-02-25,Walmart,Houston,Clothing,T-Shirt,365.7,6,1821.19,0.17,517.33,Consumer
T01486,2022-08-20,Walmart,Chicago,Groceries,Eggs,278.89,1,220.32,0.21,46.8,Consumer
T01487,2022-09-15,Walmart,Houston,Electronics,USB Cable,383.26,10,2836.12,0.26,1086.82,Home Office
T01488,2022-04-24,Walmart,Chicago,Beverages,Tea,454.49,8,2654.22,0.27,528.39,Corporate
T01489,2022-11-11,Walmart,Houston,Household,Detergent,329.36,9,2845.67,0.04,624.35,Consumer
T01490,2022-01-23,Walmart,Los Angeles,Groceries,Rice,90.46,4,296.71,0.18,78.88,Consumer
T01491,2022-12-04,Walmart,Los Angeles,Beverages,Water,127.48,5,586.41,0.08,89.81,Home Office
T01492,2022-09-24,Walmart,Chicago,Beverages,Tea,374.39,2,651.44,0.13,105.29,Home Office
T01493,2022-06-04,Walmart,Los Angeles,Clothing,Jeans,351.15,3,821.69,0.22,177.73,Consumer
T01494,2022-08-23,Walmart,Houston,Beverages,Water,139.95,3,390.46,0.07,143.38,Corporate
T01495,2022-11-26,Walmart,New York,Household,Soap,348.34,2,647.91,0.07,142.89,Consumer
T01496,2022-01-16,Walmart,New York,Clothing,T-Shirt,210.13,1,184.91,0.12,55.67,Home Office
T01497,2022-02-01,Walmart,Houston,Groceries,Bread,358.19,10,3331.17,0.07,642.77,Corporate
T01498,2022-09-03,Walmart,New York,Household,Cleaner,451.74,2,740.85,0.18,254.81,Home Office
T01499,2022-07-25,Walmart,New York,Groceries,Milk,495.35,2,871.82,0.12,156.17,Corporate
T01500,2022-08-07,Walmart,Phoenix,Household,Cleaner,432.86,1,320.32,0.26,115.38,Consumer
T01501,2022-12-18,Walmart,Houston,Groceries,Rice,133.31,9,899.84,0.25,344.89,Corporate
T01502,2022-02-25,Walmart,New York,Beverages,Soda,284.61,4,819.68,0.28,241.85,Home Office
T01503,2022-09-09,Walmart,Houston,Groceries,Bread,204.12,6,869.55,0.29,257.02,Corporate
T01504,2022-12-31,Walmart,Phoenix,Groceries,Eggs,118.47,7,597.09,0.28,226.28,Corporate
T01505,2022-08-16,Walmart,Chicago,Household,Tissue,32.1,10,292.11,0.09,61.12,Corporate
T01506,2022-02-07,Walmart,Phoenix,Groceries,Eggs,482.73,7,2399.17,0.29,548.89,Consumer
T01507,2022-02-11,Walmart,Los Angeles,Beverages,Tea,209.58,1,190.72,0.09,47.46,Corporate
T01508,2022-06-14,Walmart,New York,Beverages,Soda,423.56,7,2846.32,0.04,510.87,Consumer
T01509,2022-11-08,Walmart,Chicago,Household,Soap,129.35,7,724.36,0.2,123.21,Home Office
T01510,2022-03-17,Walmart,Phoenix,Clothing,Jacket,134.74,3,392.09,0.03,106.39,Home Office
T01511,2022-02-03,Walmart,Phoenix,Groceries,Beans,368.01,10,2612.87,0.29,641.66,Corporate
T01512,2022-03-06,Walmart,Houston,Beverages,Soda,362.73,2,580.37,0.2,149.32,Corporate
T01513,2022-05-21,Walmart,Chicago,Beverages,Soda,280.73,4,819.73,0.27,180.31,Corporate
T01514,2022-11-16,Walmart,Chicago,Beverages,Juice,334.02,6,1683.46,0.16,578.73,Consumer
T01515,2022-11-21,Walmart,Houston,Groceries,Milk,40.62,6,182.79,0.25,48.94,Consumer
T01516,2022-10-27,Walmart,Phoenix,Household,Tissue,186.16,8,1146.75,0.23,346.77,Home Office
T01517,2022-10-08,Walmart,Chicago,Household,Cleaner,166.75,8,1173.92,0.12,260.58,Home Office
T01518,2022-12-31,Walmart,Chicago,Household,Soap,181.53,4,631.72,0.13,163.57,Corporate
T01519,2022-06-16,Walmart,Los Angeles,Electronics,USB Cable,388.91,7,1932.88,0.29,742.43,Corporate
T01520,2022-07-15,Walmart,New York,Beverages,Water,90.19,5,401.35,0.11,106.81,Home Office
T01521,2022-11-02,Walmart,Los Angeles,Household,Trash Bags,458.7,5,1949.47,0.15,382.7,Corporate
T01522,2022-09-29,Walmart,Houston,Clothing,Jeans,162.9,6,811.24,0.17,243.97,Consumer
T01523,2022-05-31,Walmart,Phoenix,Groceries,Milk,8.75,5,42.0,0.04,12.94,Consumer
T01524,2022-08-21,Walmart,Chicago,Household,Soap,193.63,5,948.79,0.02,221.14,Home Office
T01525,2022-09-16,Walmart,Chicago,Clothing,Shoes,99.32,3,214.53,0.28,42.02,Corporate
T01526,2022-11-06,Walmart,Houston,Household,Soap,359.76,1,309.39,0.14,91.84,Consumer
T01527,2022-08-09,Walmart,Chicago,Groceries,Rice,16.93,2,28.78,0.15,7.69,Consumer
T01528,2022-02-20,Walmart,Phoenix,Beverages,Water,41.54,9,325.26,0.13,55.61,Corporate
T01529,2022-12-26,Walmart,Phoenix,Household,Soap,106.14,5,413.95,0.22,147.34,Corporate
T01530,2022-02-28,Walmart,Los Angeles,Household,Tissue,422.38,8,3345.25,0.01,922.27,Home Office
T01531,2022-12-02,Walmart,Los Angeles,Groceries,Beans,206.64,6,917.48,0.26,178.83,Corporate
T01532,2022-11-30,Walmart,Los Angeles,Electronics,Charger,67.76,7,417.4,0.12,133.16,Consumer
T01533,2022-10-10,Walmart,Chicago,Electronics,Headphones,57.51,1,46.58,0.19,18.09,Consumer
T01534,2022-04-21,Walmart,New York,Electronics,USB Cable,33.32,6,179.93,0.1,48.62,Consumer
T01535,2022-08-09,Walmart,Los Angeles,Groceries,Milk,242.95,3,568.5,0.22,218.06,Corporate
T01536,2022-08-20,Walmart,Phoenix,Electronics,Keyboard,61.72,1,50.61,0.18,17.38,Home Office
T01537,2022-04-27,Walmart,Houston,Groceries,Milk,382.01,9,2612.95,0.24,591.75,Consumer
T01538,2022-07-31,Walmart,Los Angeles,Groceries,Milk,62.57,7,354.77,0.19,110.77,Home Office
T01539,2022-06-23,Walmart,Houston,Electronics,Keyboard,453.43,1,371.81,0.18,131.39,Consumer
T01540,2022-08-21,Walmart,Los Angeles,Household,Soap,360.13,10,3205.16,0.11,566.31,Consumer
T01541,2022-07-24,Walmart,Phoenix,Beverages,Soda,77.09,8,573.55,0.07,141.1,Home Office
T01542,2022-08-01,Walmart,Los Angeles,Clothing,Jeans,2.71,6,12.03,0.26,2.73,Corporate
T01543,2022-02-18,Walmart,New York,Beverages,Soda,114.87,7,779.97,0.03,243.74,Corporate
T01544,2022-06-10,Walmart,Los Angeles,Electronics,Headphones,453.88,9,2900.29,0.29,1127.08,Corporate
T01545,2022-08-07,Walmart,Los Angeles,Clothing,Socks,394.38,2,607.35,0.23,120.42,Corporate
T01546,2022-06-10,Walmart,Phoenix,Groceries,Rice,9.05,2,17.2,0.05,6.45,Consumer
T01547,2022-12-07,Walmart,Houston,Clothing,Shoes,316.8,3,750.82,0.21,119.44,Home Office
T01548,2022-05-11,Walmart,Chicago,Electronics,Mouse,268.0,5,1031.8,0.23,289.3,Corporate
T01549,2022-07-11,Walmart,Los Angeles,Household,Soap,74.28,4,210.96,0.29,32.57,Consumer
T01550,2022-03-20,Walmart,Chicago,Clothing,T-Shirt,318.1,10,2894.71,0.09,436.28,Home Office
T01551,2022-12-18,Walmart,Houston,Clothing,Jeans,359.24,3,1023.83,0.05,164.23,Consumer
T01552,2022-08-31,Walmart,Chicago,Electronics,Keyboard,410.88,10,2876.16,0.3,907.76,Home Office
T01553,2022-02-04,Walmart,New York,Groceries,Eggs,122.64,8,726.03,0.26,246.01,Home Office
T01554,2022-02-16,Walmart,New York,Groceries,Bread,199.62,8,1469.2,0.08,283.68,Corporate
T01555,2022-02-13,Walmart,Chicago,Household,Soap,428.67,5,1650.38,0.23,390.64,Consumer
T01556,2022-02-17,Walmart,Phoenix,Groceries,Rice,111.44,7,741.08,0.05,173.95,Corporate
T01557,2022-08-10,Walmart,Chicago,Electronics,Keyboard,286.31,8,1832.38,0.2,556.08,Home Office
T01558,2022-02-19,Walmart,Los Angeles,Household,Cleaner,24.43,6,134.85,0.08,51.49,Home Office
T01559,2022-07-10,Walmart,Chicago,Groceries,Bread,45.07,5,220.84,0.02,57.08,Corporate
T01560,2022-03-08,Walmart,Los Angeles,Electronics,Mouse,10.42,2,17.3,0.17,5.29,Home Office
T01561,2022-10-12,Walmart,New York,Household,Cleaner,274.47,6,1251.58,0.24,481.8,Consumer
T01562,2022-01-31,Walmart,Houston,Groceries,Bread,86.03,3,206.47,0.2,78.92,Consumer
T01563,2022-10-28,Walmart,Houston,Beverages,Water,76.54,2,110.22,0.28,28.34,Home Office
T01564,2022-10-15,Walmart,Phoenix,Electronics,Charger,266.93,8,1879.19,0.12,485.58,Corporate
T01565,2022-10-15,Walmart,Phoenix,Beverages,Water,84.16,8,491.49,0.27,168.17,Consumer
T01566,2022-06-18,Walmart,Phoenix,Beverages,Coffee,326.71,1,280.97,0.14,88.57,Home Office
T01567,2022-12-10,Walmart,Los Angeles,Clothing,Shoes,238.63,9,1868.47,0.13,636.57,Home Office
T01568,2022-03-04,Walmart,Chicago,Clothing,Jacket,103.1,10,1000.07,0.03,207.52,Corporate
T01569,2022-07-30,Walmart,New York,Beverages,Water,477.0,10,3863.7,0.19,1369.98,Consumer
T01570,2022-07-01,Walmart,Chicago,Groceries,Milk,62.28,2,110.86,0.11,43.69,Corporate
T01571,2022-12-07,Walmart,Chicago,Electronics,Mouse,496.61,10,4022.54,0.19,804.97,Corporate
T01572,2022-08-05,Walmart,Chicago,Groceries,Rice,2.59,7,12.87,0.29,3.65,Corporate
T01573,2022-01-27,Walmart,Chicago,Clothing,Socks,249.21,5,1034.22,0.17,260.34,Consumer
T01574,2022-05-28,Walmart,Chicago,Electronics,Keyboard,194.06,6,1012.99,0.13,154.33,Corporate
T01575,2022-11-04,Walmart,Los Angeles,Groceries,Rice,204.54,6,1116.79,0.09,385.13,Consumer
T01576,2022-06-09,Walmart,Houston,Clothing,Socks,487.58,10,4241.95,0.13,1499.03,Corporate
T01577,2022-06-30,Walmart,Houston,Groceries,Rice,441.6,10,3532.8,0.2,1291.81,Consumer
T01578,2022-02-23,Walmart,Los Angeles,Household,Soap,26.67,6,131.22,0.18,28.9,Corporate
T01579,2022-10-23,Walmart,Houston,Household,Detergent,82.43,3,212.67,0.14,49.21,Corporate
T01580,2022-09-17,Walmart,Phoenix,Beverages,Water,426.96,10,3885.34,0.09,1044.65,Home Office
T01581,2022-04-19,Walmart,Chicago,Household,Trash Bags,197.95,5,870.98,0.12,253.75,Corporate
T01582,2022-03-21,Walmart,Chicago,Household,Tissue,373.17,5,1474.02,0.21,300.12,Home Office
T01583,2022-12-03,Walmart,Los Angeles,Groceries,Eggs,285.55,10,2341.51,0.18,495.83,Home Office
T01584,2022-09-04,Walmart,Houston,Household,Tissue,290.0,5,1348.5,0.07,242.42,Corporate
T01585,2022-04-25,Walmart,Phoenix,Groceries,Beans,380.02,9,3249.17,0.05,1117.29,Corporate
T01586,2022-02-25,Walmart,Phoenix,Clothing,Socks,65.9,8,411.22,0.22,142.02,Home Office
T01587,2022-06-29,Walmart,New York,Clothing,Shoes,292.15,5,1416.93,0.03,510.91,Home Office
T01588,2022-10-12,Walmart,New York,Electronics,Keyboard,32.48,3,94.52,0.03,26.49,Corporate
T01589,2022-07-08,Walmart,Houston,Household,Tissue,449.82,9,3643.54,0.1,1195.93,Corporate
T01590,2022-02-28,Walmart,Los Angeles,Household,Cleaner,400.58,3,889.29,0.26,327.78,Consumer
T01591,2022-05-23,Walmart,New York,Groceries,Bread,140.51,7,737.68,0.25,224.71,Consumer
T01592,2022-10-21,Walmart,Chicago,Clothing,Jeans,284.15,1,272.78,0.04,58.83,Consumer
T01593,2022-04-26,Walmart,Chicago,Beverages,Water,103.61,8,745.99,0.1,225.01,Home Office
T01594,2022-08-08,Walmart,Houston,Clothing,Socks,96.78,10,871.02,0.1,200.87,Consumer
T01595,2022-10-15,Walmart,New York,Clothing,Socks,485.48,2,699.09,0.28,173.12,Corporate
T01596,2022-11-15,Walmart,Los Angeles,Household,Trash Bags,150.58,5,594.79,0.21,178.95,Consumer
T01597,2022-11-11,Walmart,Chicago,Groceries,Milk,467.41,9,3743.95,0.11,669.21,Consumer
T01598,2022-12-12,Walmart,Chicago,Beverages,Coffee,80.47,3,239.0,0.01,80.74,Corporate
T01599,2022-11-26,Walmart,Los Angeles,Household,Soap,134.03,4,428.9,0.2,169.55,Home Office
T01600,2022-10-13,Walmart,New York,Electronics,USB Cable,209.01,7,1126.56,0.23,298.46,Consumer
T01601,2022-01-14,Walmart,Phoenix,Clothing,Jacket,355.96,3,886.34,0.17,292.36,Consumer
T01602,2022-11-08,Walmart,Houston,Beverages,Water,324.02,8,2255.18,0.13,740.8,Corporate
T01603,2022-12-03,Walmart,Chicago,Beverages,Water,152.44,6,896.35,0.02,307.36,Consumer
T01604,2022-12-22,Walmart,Chicago,Beverages,Soda,407.9,10,2936.88,0.28,864.82,Consumer
T01605,2022-05-17,Walmart,Los Angeles,Electronics,Mouse,365.46,3,1030.6,0.06,377.85,Home Office
T01606,2022-01-15,Walmart,New York,Beverages,Water,69.87,3,188.65,0.1,48.41,Consumer
T01607,2022-04-03,Walmart,Houston,Beverages,Water,116.4,4,437.66,0.06,130.39,Consumer
T01608,2022-05-20,Walmart,Houston,Groceries,Eggs,392.09,6,1693.83,0.28,673.0,Consumer
